JP,EN
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ} [ヒナコ / cara93-12],{サラ} [ヒナコ / cara93-12]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1717********** (タッチ２),**********Common1717********** (タッチ２)
{Qタロウ} [ヒナコ / cara93-13],{Qタロウ} [ヒナコ / cara93-13]
#Message#,#Message#
「そ　それはよせ…　サラ…！」,"""Q-Quit it with that, Sara...!"""
##,##
,
,
**********Common1718********** (タッチ３),**********Common1718********** (タッチ３)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「ヒナコは…『え…』って驚いた様子で,"Hinako went "Eh...?" in surprise
　ヒツギの異変に気付いたぜよ…」, 'cause she noticed something up with her coffin..."
##,##
,
#Message#,#Message#
「ヒナコは…『なに…この振動…』って,"""Hinako went ""What's... this shaking?!"","
　真っ暗なヒツギの中　視覚以外の情報を頼りに," 'cause in her pitch-black coffin,"
　様子を探ってたぜよ」, she had to rely on info other than sight."
##,##
,
#Message#,#Message#
「ヒナコは…,"Hinako sayin'
　『ウソでしょ…!?　まさか…!!　なんで私が…!!』って," ""You're kidding, right?! No way...! Why me?!""..."
　自分の身に起きた事が　信じられないようだったぜよ」, Seems she couldn't believe what was happenin' to her."
##,##
,
#Message#,#Message#
「ヒナコは…『この…ひ…』って言いかけて…殺されたぜよ,"Hinako started sayin' "This... c..." 'fore she died.
　もしかしたら　ヒトゴロシって　ヒントを出そうと, Maybe she was gonna say "this can't be happening"..."
　してたんじゃ…」,##
##,
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
「しゃべる\N[4]の絵画ぜよ…！,"The talking \N[4] painting!
　AIというより　もっと単純な仕掛けだと思うぜよ！」, Bettin' it's somethin' simpler than a whole AI!"
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\.\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1719********** (タッチ４),**********Common1719********** (タッチ４)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「確かケイジが　最初の試練で一緒だった,"""I'm pretty sure that's Megumi, Keiji's former boss"
　元上司のメグミという女性ぜよ…！」, who he was with in the First Trial...!"
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\.\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1720********** (タッチ５),**********Common1720********** (タッチ５)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「おそらくだが…　最初の試練…　ベッドの仕掛けで,"Guessin' this was Kanna's sister who got killed
　犠牲になった　カンナの姉ぜよ…」, by the bed device in the First Trial..."
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\.\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1721********** (タッチ６),**********Common1721********** (タッチ６)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「ナオ…！　メインゲームで救えんかった,"Nao...!
　オレ達の仲間ぜよ…!!」, Our ally who we couldn't save in the Main Game...!!"
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\.\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1722********** (タッチ７),**********Common1722********** (タッチ７)
{Qタロウ},{Qタロウ}
#Message#,#Message#
「これだけは謎ぜよ…,"This one's a mystery...
　中学生のブレザーに…　派手なソックス…, A painting of a girl in a middle-school blazer
　地味な黒髪が見える　女の子の絵ぜよ」," an' gaudy socks, with plain black hair."""
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.\C[4]（これを発言に加えてもらおうか…？）,\.\C[4](Should I have him add this statement...?)
##,##
,
#Choice#,#Choice#
加える,Add
やめる,Cancel
##,##
,
<加える>,<加える>
,
{サラ},{サラ}
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「Qタロウさん　それを発言に加えて下さい！」,"""Q-taro, please add that to your statement!"""
##,##
,
{Qタロウ},{Qタロウ}
#Message#,#Message#
\.「ザッツ了解ぜよ！」,\."You got it!"
##,##
,
<やめる>,<やめる>
,
<Choice End>,<Choice End>
,
,
**********Common1723********** (首くるくる),**********Common1723********** (首くるくる)
{\N[4]},{\N[4]}
#Message#,#Message#
「ふふ…」,<<<IGNORED>>>
##,##
,
[ミドリ / cara19-a7],[ミドリ / cara19-a7]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「…安心して　マイさんにあげた手は,<<<IGNORED>>>
　本当にボクの\C[12]生きた手\C[0]さ…」\.,##
##,
,
[ミドリ / cara19-a1],[ミドリ / cara19-a1]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「でも…　だからってさぁ…」,<<<IGNORED>>>
##,##
,
[ミドリ / cara19-a2],[ミドリ / cara19-a2]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「ボクが　\C[2]手以外\C[0]も　あげてないとは…」,<<<IGNORED>>>
##,##
,
[ミドリ / cara19-a4],[ミドリ / cara19-a4]
#Message#,#Message#
\{「限らないよね～!!」,<<<IGNORED>>>
##,##
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
{カンナ},{カンナ}
#Message#,#Message#
「きゃああぁ!?」,<<<IGNORED>>>
##,##
,
<Else>,<Else>
,
{ソウ},{ソウ}
#Message#,#Message#
「うわああぁぁ!?」,<<<IGNORED>>>
##,##
,
<Condition End>,<Condition End>
,
{サラ},{サラ}
#Message#,#Message#
\.「く…首がまわった…!?」,<<<IGNORED>>>
##,##
,
#Message#,#Message#
\.「や…やめるぜよ!!　気色悪い!!」,<<<IGNORED>>>
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
#Message#,#Message#
「あはは　おどろいた？」,<<<IGNORED>>>
##,##
,
{Qタロウ} [Qタロウ / cara4-12],{Qタロウ} [Qタロウ / cara4-12]
#Message#,#Message#
\.「き…きさん…　人間じゃねえぜよ…!!」,<<<IGNORED>>>
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
{SE: Accent24-1},{SE: Accent24-1}
#Message#,#Message#
\.「えへへ～　人間やめちゃいました～！」,<<<IGNORED>>>
##,##
,
[ミドリ / cara19-6],[ミドリ / cara19-6]
{SE: flash-of-light-3},{SE: flash-of-light-3}
#Message#,#Message#
\.「色んな人に　ボクの体を分けてあげたから,<<<IGNORED>>>
　もうほとんど　人間の部分　無いんだよね！」,##
##,
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
{カンナ} [カンナ / cara3-28],{カンナ} [カンナ / cara3-28]
#Message#,#Message#
\.「う…うぅ……」,<<<IGNORED>>>
##,##
,
<Else>,<Else>
,
{ソウ} [ソウ / cara5-32],{ソウ} [ソウ / cara5-32]
#Message#,#Message#
\.「バカなのか…!!　キミは…!!」,<<<IGNORED>>>
##,##
,
<Condition End>,<Condition End>
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
#Message#,#Message#
\.「あはは！　体の半分以上が　人形なら,<<<IGNORED>>>
　もうそれは人形って事でいいでしょ？」,##
##,
,
[ミドリ / cara19-2],[ミドリ / cara19-2]
{SE: Accent24-1},{SE: Accent24-1}
#Message#,#Message#
\.「\C[2]多数決\C[0]…だもんね！」,<<<IGNORED>>>
##,##
,
,
**********Common1724********** (３前進展⑪別人のヒナコ),**********Common1724********** (３前進展⑪別人のヒナコ)
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
<If Switch #642 (★レコ生存ルート) is ON>,<If Switch #642 (★レコ生存ルート) is ON>
,
{レコ} [レコ / cara6-11],{レコ} [レコ / cara6-11]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「ちょっと待て　Qタロウ!!,"""Hold it, Q-taro!"
　その特徴…ほとんどヒナコじゃねえか…!!」, Ain't those almost Hinako's features?!"
##,##
,
<Else (Switch #642 (★レコ生存ルート))>,<Else (Switch #642 (★レコ生存ルート))>
,
{アリス} [アリス / cara11-19],{アリス} [アリス / cara11-19]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「おい　バーベキュータロウ!!,"""Ahem, Barbecue-Taro!!"
　その特徴…ほとんどヒナコじゃないか…!!」, Does that not almost describe Hinako...?!"
##,##
,
<Condition End (Switch #642 (★レコ生存ルート))>,<Condition End (Switch #642 (★レコ生存ルート))>
,
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
{ギン} [ギン / cara9-6],{ギン} [ギン / cara9-6]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
「筋肉ゴリラ!!　その特徴…ほとんどチビッ子と,"Muscle gorilla! Those features are
　同じニャン…!!」," pretty much the same as Shorty's, meow...!"""
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-6],{Qタロウ} [Qタロウ / cara4-6]
#Message#,#Message#
\.「お　おい…　落ち着くぜよ」,"\.""H-Hey... Calm down, now."""
##,##
,
[Qタロウ / cara4-5],[Qタロウ / cara4-5]
#Message#,#Message#
\.「いくら似てたって…　一番特徴的な\C[2]ピンクの髪\C[0]が違うぜよ」,"\.""Similar as they might be,"
##, her most distinctive \C[2]pink hair\C[0]'s different!"
,##
,
[Qタロウ / cara4-2],[Qタロウ / cara4-2]
#Message#,#Message#
\.「服装が同じでも　頭髪が違うなんて…,\."Havin' the same clothes but different hair...
　そんなもん　ただの…」, That'd just be..."
##,##
,
[Qタロウ / cara4-3],[Qタロウ / cara4-3]
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「…\C[2]別人\C[0]……」,\."...A \C[2]different person\C[0]..."
##,##
,
#Message#,#Message#
\.「………」,\.".........."
##,##
,
[Qタロウ / cara4-12],[Qタロウ / cara4-12]
#Message#,#Message#
\.\{「べ　別人………!?」,\.\{"A-A different person...?!"
##,##
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
<If Switch #642 (★レコ生存ルート) is ON>,<If Switch #642 (★レコ生存ルート) is ON>
,
{レコ} [レコ / cara6-41],{レコ} [レコ / cara6-41]
{SE: sceneswitch2},{SE: sceneswitch2}
#Message#,#Message#
\.「どうやら　信憑性が出てきたみたいだな…！」,\."Seems it's lookin' more credible...!"
##,##
,
[レコ / cara6-39],[レコ / cara6-39]
#Message#,#Message#
\.「いいか…！　よく聞いてくれよ…！」,"\.""Listen up, everybody!"""
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「美術室に描かれてんのは…全部,"The paintings in the gallery are all \C[2]victims\C[0]
　デスゲームに巻き込まれて死んだ　\C[2]犠牲者\C[0]だ…!!」, who got involved in the Death Game and died!"
##,##
,
{SE: Accent40-1},{SE: Accent40-1}
#Message#,#Message#
\.「当然　その絵の女の子も　ここでの犠牲者のハズ…！」,"""Naturally, that girl should be one too...!"""
##,##
,
#Message#,#Message#
\.「けど…　こんな\C[2]黒髪の女の子\C[0]　誰も見た事がねえ…！」,\."But... nobody's seen this \C[2]black-haired girl\C[0]!"
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「きっと…　\C[2]最初の試練\C[0]で誰にも会わねえまま,\."That's gotta be... because she died
　死んじまったからだ…！」, in the \C[2]First Trial\C[0] without meeting anyone!"
##,##
,
{SE: Accent42-1},{SE: Accent42-1}
#Message#,#Message#
\.「そして　ヒナコの映像…！」,"""And also, Hinako's video!"""
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「これは\C[2]最初試練\C[0]の映像で…,\."In the video of the \C[2]First Trial\C[0]...
　しっかりと『\C[2]ヒナコ\C[0]』と呼ばれている…！」, She's clearly being called "\C[2]Hinako\C[0]"!"
##,##
,
#Message#,#Message#
\.「つまり…　\C[2]黒髪の女の子\C[0]こそが　この映像で殺された,\."Meaning... this \C[2]black-haired girl\C[0] is
　本物の　\C[2]御宿 雛子\C[0]　だったんだよ!!」, the real \C[2]Hinako Mishuku\C[0] who was killed in the video!!"
##,##
,
#Message#,#Message#
「そして…　ダミーズのヒナコは…」,"And the Dummies Hinako..."
##,##
,
[ヒナコ / cara93-1],[ヒナコ / cara93-1]
#Message#,#Message#
「成り代わってたんだよ…!!　別の\C[12]人間\C[0]が…!!」,"Was an entirely separate \C[12]human\C[0] taking her place...!"
##,##
,
<Else (Switch #642 (★レコ生存ルート))>,<Else (Switch #642 (★レコ生存ルート))>
,
{アリス} [アリス / cara11-18],{アリス} [アリス / cara11-18]
{SE: sceneswitch2},{SE: sceneswitch2}
#Message#,#Message#
\.「どうやら　信憑性が出てきたみたいだな…！」,\."It appears it's gaining credibility...!"
##,##
,
[アリス / cara11-19],[アリス / cara11-19]
#Message#,#Message#
\.「いいか…！　よく聞け　貴様ら…!!」,"\.""Now! Listen well, all of you...!"""
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「美術室に描かれているのは…全て,"All those depicted in the gallery are \C[2]victims\C[0]
　デスゲームに巻き込まれて死んだ　\C[2]犠牲者\C[0]だ…!!」, who died in the course of the Death Game!"
##,##
,
{SE: Accent40-1},{SE: Accent40-1}
#Message#,#Message#
\.「当然　その絵の女の子も　ここでの犠牲者だろう…！」,"""So naturally, that girl should be a victim as well!"""
##,##
,
#Message#,#Message#
\.「だが…　こんな\C[2]黒髪の女の子\C[0]　誰も見た事がない…！」,\."Yet... no one has seen such a \C[2]black-haired girl\C[0]!"
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「きっと…　\C[2]最初の試練\C[0]で誰にも会わぬまま,"\.""Because, surely... she died in the \C[2]First Trial\C[0],"
　死んでしまったからだ…！」, never getting to meet anyone!"
##,##
,
{SE: Accent42-1},{SE: Accent42-1}
#Message#,#Message#
\.「そして　ヒナコの映像…！」,"And regarding Hinako's video...!"
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「これは\C[2]最初試練\C[0]の映像で…,\."In this \C[2]First Trial\C[0] footage...
　しっかりと『\C[2]ヒナコ\C[0]』と呼ばれている…！」, She's clearly referred to as "\C[2]Hinako\C[0]"!"
##,##
,
#Message#,#Message#
\.「つまり…　\C[2]黒髪の女の子\C[0]こそが　この映像で殺された,\."In other words... this \C[2]black-haired girl\C[0] is
　本物の　\C[2]御宿 雛子\C[0]　だったんだよ!!」," the real \C[2]Hinako Mishuku\C[0], killed in the video!"""
##,##
,
#Message#,#Message#
「そして…　ダミーズのヒナコは…」,"And the Hinako of the Dummies..."
##,##
,
[ヒナコ / cara93-1],[ヒナコ / cara93-1]
#Message#,#Message#
「成り代わっていたんだ…!!　別の\C[12]人間\C[0]が…!!」,"""Was a separate \C[12]human\C[0], taking her place...!!"""
##,##
,
<Condition End (Switch #642 (★レコ生存ルート))>,<Condition End (Switch #642 (★レコ生存ルート))>
,
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
{ソウ} [ソウ / cara5-4],{ソウ} [ソウ / cara5-4]
{SE: sceneswitch2},{SE: sceneswitch2}
#Message#,#Message#
\.「どうやら　信憑性が出てきたみたいだね…」,"\.""Seems to have some credibility now, doesn't it?"""
##,##
,
[ソウ / cara5-2],[ソウ / cara5-2]
#Message#,#Message#
\.「いい…？　よく聞いてよ…？」,"\.""All right... Listen up, would you?"""
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「美術室に描かれているのは…全て,"The paintings in the gallery are all \C[2]victims\C[0]
　デスゲームに巻き込まれて死んだ　\C[2]犠牲者\C[0]だよね」, who died during the Death Game."
##,##
,
{SE: Accent40-1},{SE: Accent40-1}
#Message#,#Message#
\.「当然　その絵の女の子も　ここでの犠牲者だ」,"So it's a given the girl in that painting
##, was also a victim here."
,##
,
#Message#,#Message#
\.「けど…　こんな\C[2]黒髪の女の子\C[0]　誰も見た事がない」,\."But... no one's seen this \C[2]black-haired girl\C[0]."
##,##
,
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「きっと…　\C[2]最初の試練\C[0]で誰にも会わないまま,\."Surely because she died in the \C[2]First Trial\C[0]
　死んじゃったからさ」, before meeting anyone..."
##,##
,
{SE: Accent42-1},{SE: Accent42-1}
#Message#,#Message#
\.「そして　ヒナコの映像」,"""Now then, Hinako's video."""
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「これは\C[2]最初試練\C[0]の映像で…,\."That's a video of her \C[2]First Trial\C[0]...
　しっかりと『\C[2]ヒナコ\C[0]』と呼ばれているね」, where she's clearly being called "\C[2]Hinako\C[0].""
##,##
,
#Message#,#Message#
\.「つまり…　\C[2]黒髪の女の子\C[0]こそが　この映像で殺された,\."Meaning... the \C[2]black-haired girl\C[0] was
　本物の　\C[2]御宿 雛子\C[0]　だったんだよ」, the real \C[2]Hinako Mishuku\C[0] who was killed in the video."
##,##
,
#Message#,#Message#
「そして…　ダミーズのヒナコは…」,"As for the Dummies Hinako..."
##,##
,
[ヒナコ / cara93-1],[ヒナコ / cara93-1]
#Message#,#Message#
「成り代わってたんだよ…　別の\C[12]人間\C[0]が…」,"""It was a separate \C[12]human\C[0], taking her place..."""
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-12],{Qタロウ} [Qタロウ / cara4-12]
#Message#,#Message#
「んな…バカな…!!」,"No way... Can't be...!"
##,##
,
<If Switch #21 (★アンズ生存ルート) is ON>,<If Switch #21 (★アンズ生存ルート) is ON>
,
{アンズ} [アンズ / cara96-8],{アンズ} [アンズ / cara96-8]
#Message#,#Message#
\.「ヒナコちゃんが…!!」,\."Hinako was...?!"
##,##
,
<Else (Switch #21 (★アンズ生存ルート))>,<Else (Switch #21 (★アンズ生存ルート))>
,
<If Switch #24 (★ランマル生存ルート) is ON>,<If Switch #24 (★ランマル生存ルート) is ON>
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
{ランマル} [ランマル / cara91-23],{ランマル} [ランマル / cara91-23]
#Message#,#Message#
\.「ヒナコが…!!」,\."Hinako was...!!"
##,##
,
<Else (Switch #821 (★カンナ生存ルート))>,<Else (Switch #821 (★カンナ生存ルート))>
,
[ランマル / cara91-48],[ランマル / cara91-48]
#Message#,#Message#
\.「ヒナコが…!!」,\."Hinako was...!!"
##,##
,
<Condition End (Switch #821 (★カンナ生存ルート))>,<Condition End (Switch #821 (★カンナ生存ルート))>
,
<Condition End (Switch #24 (★ランマル生存ルート))>,<Condition End (Switch #24 (★ランマル生存ルート))>
,
<Condition End (Switch #21 (★アンズ生存ルート))>,<Condition End (Switch #21 (★アンズ生存ルート))>
,
{ギン} [ギン / cara9-9],{ギン} [ギン / cara9-9]
#Message#,#Message#
\.「あのチビッ子が　人間だったニャン…!?」,"\.""Shorty was a human, meow?!"""
##,##
,
<If Switch #25 (★マイ生存ルート) is ON>,<If Switch #25 (★マイ生存ルート) is ON>
,
{マイ} [マイ / cara92-15],{マイ} [マイ / cara92-15]
#Message#,#Message#
\.「ね　ねえ…　それじゃあ,"\.""H-Hey... But then, is \N[4] not \C[12]human\C[0]?!"""
　\N[4]は\C[12]人間\C[0]じゃないの…!?」,##
##,
,
[マイ / cara92-14],[マイ / cara92-14]
#Message#,#Message#
\.「私に付いてるのは…,"\.""I have \C[12]\N[4]'s human hands\C[0], don't I...?!"""
　\C[12]人間の\N[4]の手\C[0]なんでしょ…!?」,##
##,
,
<Else (Switch #25 (★マイ生存ルート))>,<Else (Switch #25 (★マイ生存ルート))>
,
{Qタロウ} [Qタロウ / cara4-13],{Qタロウ} [Qタロウ / cara4-13]
#Message#,#Message#
\.「そ　そんなら…,\."I-In that case...
　\N[4]は\C[12]人間\C[0]じゃねえのか…!?」, wouldn't \N[4] not be \C[12]human\C[0]?!"
##,##
,
[Qタロウ / cara4-12],[Qタロウ / cara4-12]
#Message#,#Message#
\.「マイに付いてたのは…,\."But Mai had \C[12]\N[4]'s human hands\C[0]!
　\C[12]人間の\N[4]の手\C[0]なんだろ…!?」, Didn't she?!"
##,##
,
<Condition End (Switch #25 (★マイ生存ルート))>,<Condition End (Switch #25 (★マイ生存ルート))>
,
{サラ},{サラ}
#Message#,#Message#
\.「う…！　それは…！」,\."Uh... well...!"
##,##
,
#Message#,#Message#
\.\C[4]（わからない…）,\.\C[4](I don't know...)
##,##
,
{SE: heart2},{SE: heart2}
#Message#,#Message#
\.\C[4]（でも　どっちの推理も　外れているとは思えない…！）,\.\C[4](But I can't imagine either theory is wrong!)
##,##
,
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.\C[4]（いったい…　\N[4]の正体は　なんなんだ…!!）,\.\C[4](What is the truth about \N[4]...?!)
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
{SE: Accent24-1},{SE: Accent24-1}
#Message#,#Message#
\.「ふふ…　困ってるみたいだね…」,"Haha... You seem troubled..."
##,##
,
[ミドリ / cara19-2],[ミドリ / cara19-2]
{SE: Accent41-1},{SE: Accent41-1}
#Message#,#Message#
\.「今の推理…　１つだけ　ボクからも反論があるよ」,\."I'll make one rebuttal of my own to your theory."
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「なに…？」,\."What...?"
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
#Message#,#Message#
\.「ダミーズについて…　最初に説明したよね…」,\."The Dummies were explained to you at the start..."
##,##
,
[ミドリ / cara19-2],[ミドリ / cara19-2]
{SE: se_maoudamashii_magical14},{SE: se_maoudamashii_magical14}
#Message#,#Message#
\.「ダミーズとは　\C[2]他の生存者と関わりを持たなかった者,\."They were picked from \C[2]those who had no connection
　\C[0]…を採用するって」, with any other survivors\C[0]."
##,##
,
{サラ},{サラ}
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「それって…」,\."Meaning..."
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
{SE: Accent28-1},{SE: Accent28-1}
#Message#,#Message#
\.「そう！　まさに\C[2]本物のヒナコ\C[0]が　採用なんだ！」,\."Uh-huh! I picked \C[2]the real Hinako\C[0]!"
##,##
,
[ヒナコ / cara93-1],[ヒナコ / cara93-1]
#Message#,#Message#
「もし　別人がいたって…　ボクもルールは守る」,"Supposing there were another one...
##, Even I'd stick to the rules."
,##
,
[ヒナコ / cara93-14],[ヒナコ / cara93-14]
{SE: sceneswitch2},{SE: sceneswitch2}
#Message#,#Message#
\.「要するに…　\C[2]黒髪ヒナコのダミーズ\C[0]もいないと…,"\.""Which is to say, \C[2]the Dummies would've included"
　おかしいんだよ」\., a black-haired Hinako\C[0]!"
##,##
,
{サラ},{サラ}
#Message#,#Message#
\.「……!?」,\."...?!"
##,##
,
{Qタロウ} [Qタロウ / cara4-6],{Qタロウ} [Qタロウ / cara4-6]
#Message#,#Message#
「黒髪ヒナコの…ダミーズ…!?」,"A black-haired Hinako in the Dummies...?!"
##,##
,
{\N[4]} [ミドリ / cara19-4],{\N[4]} [ミドリ / cara19-4]
{SE: Accent24-1},{SE: Accent24-1}
#Message#,#Message#
\.「うん！」,\."Yep!"
##,##
,
[ミドリ / cara19-5],[ミドリ / cara19-5]
{SE: Accent21-1},{SE: Accent21-1}
#Message#,#Message#
\.「誰か　黒髪ヒナコと　１度でも会った事が,"\.""Well? Did anyone meet black-haired Hinako,"
　あるのかな？」, even just one time?"
##,##
,
<If Switch #821 (★カンナ生存ルート) is ON>,<If Switch #821 (★カンナ生存ルート) is ON>
,
{カンナ} [カンナ / cara3-25],{カンナ} [カンナ / cara3-25]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
<If Switch #642 (★レコ生存ルート) is ON>,<If Switch #642 (★レコ生存ルート) is ON>
,
{レコ} [レコ / cara6-8],{レコ} [レコ / cara6-8]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
<Else (Switch #642 (★レコ生存ルート))>,<Else (Switch #642 (★レコ生存ルート))>
,
{アリス} [アリス / cara11-18],{アリス} [アリス / cara11-18]
#Message#,#Message#
\.「………」,\.".........."
##,##
,
<Condition End (Switch #642 (★レコ生存ルート))>,<Condition End (Switch #642 (★レコ生存ルート))>
,
